,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,TotalGHGEmissions,SiteEnergyUse,NumberofFloors,NumberofBuildings,CouncilDistrictCode,DefaultData,Latitude,Longitude,Neighborhood,YearBuilt,Outlier,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,BuildingType
3247,14.265981240623258,Other,90.0,Housing,15.248224089668474,5.511910748670928,20.81759187582515,2.807354922057604,1.0,4,False,5.6051486234378975,-122.31773376,northeast,2013,normal,Housing,16.367994825182222,0.0,16.367994825182222,Multifamily MR (5-9)
3248,14.615457220470624,Other,79.0,Housing,16.441533925594058,7.295631200395783,22.242317589489687,3.169925001442312,1.0,7,False,5.603305664330498,-122.34553702,downtown,2013,normal,Housing,15.712876239965416,0.0,15.712876239965416,Multifamily MR (5-9)
3249,14.254069012057457,Other,91.0,Housing,15.158215196663829,4.561326136453918,20.106502878017164,2.321928094887362,1.0,6,False,5.604568617744067,-122.3617582,ballard,2013,normal,Housing,15.777897397645393,0.0,15.777897397645393,Multifamily LR (1-4)
3250,0.0,No Use,100.0,Housing,14.964972540377097,2.8155754288625725,19.723627617428342,2.807354922057604,1.0,3,False,5.603009069994942,-122.3189934,east,2013,normal,Housing,14.964972540377097,0.0,14.964972540377097,Multifamily MR (5-9)
3251,15.616462693015652,Other,57.0,Housing,17.8802830339219,8.090535901003173,23.289040906826244,4.643856189774724,1.0,7,False,5.603313590879597,-122.34101868,downtown,2013,normal,Housing,18.17404303324441,0.0,18.17404303324441,Multifamily HR (10+)
3252,12.760096169244092,Other,99.0,Housing,15.199173878750383,4.72137265947682,20.06069065496676,2.807354922057604,1.0,3,False,5.603556381852133,-122.326225,east,2013,normal,Housing,14.578018814974364,0.0,14.578018814974364,Multifamily MR (5-9)
3253,14.661833756229234,Other,98.0,Housing,15.650182268299659,3.4905701304462013,20.306702554934205,2.807354922057604,1.0,3,False,5.603323036503419,-122.31284022,east,2013,normal,Housing,14.638492480284306,14.661833756229234,15.650182268299659,Multifamily MR (5-9)
3254,15.90341116123855,Other,100.0,Housing,17.596619273754186,7.377297306427848,22.551298726671575,2.584962500721156,3.0,6,False,5.605950236470758,-122.35578156,northwest,2013,normal,Housing,17.062889375245746,15.90341116123855,17.596619273754186,Multifamily MR (5-9)
3255,14.784328117579138,Other,100.0,Office,16.350075902256386,3.405992359675837,20.393290941909072,2.0,1.0,7,False,5.603918549776849,-122.3767395,magnolia,2013,low outlier,Office,15.755435296658197,14.784328117579138,16.350075902256386,NonResidential
3256,0.0,No Use,76.0,Housing,17.796603685209814,5.614415386508126,22.264357262987502,2.807354922057604,1.0,1,False,5.601905301473217,-122.36493683,delridge,2013,normal,Housing,17.796603685209814,0.0,17.796603685209814,Multifamily MR (5-9)
3257,0.0,No Use,72.0,Office,15.520403831652347,4.350497247084133,21.195293500127566,2.0,1.0,3,False,5.60280149797678,-122.3130172,downtown,2013,normal,Office,15.978777480671507,0.0,15.978777480671507,NonResidential
3258,9.4241662888181,Other,30.0,Housing,14.666279490006929,2.6622054996536164,19.543230107696385,2.321928094887362,1.0,4,False,5.604574819122118,-122.34286368,lake union,2013,normal,Housing,14.78345870066507,0.0,14.78345870066507,Multifamily LR (1-4)
3259,0.0,No Use,99.0,Housing,16.35810170744085,5.86195536414487,21.115063976537918,2.321928094887362,1.0,6,True,5.605185481740481,-122.377049,ballard,2013,normal,Housing,16.35810170744085,0.0,16.35810170744085,Multifamily LR (1-4)
3260,14.669992279616398,Other,57.0,Housing,15.878577837128843,4.715344295358907,21.78972267747008,2.321928094887362,1.0,6,False,5.604849091137797,-122.38254547,ballard,2013,normal,Housing,15.928842186571032,0.0,15.928842186571032,NonResidential
3261,0.0,No Use,67.0,Housing,15.191521938128146,3.215678596607928,20.180643707721647,2.321928094887362,1.0,5,False,5.606046827243887,-122.3551065,northwest,2013,normal,Housing,15.60880346855792,0.0,15.60880346855792,Multifamily LR (1-4)
3262,13.814482330904266,Other,63.0,Housing,17.027441692587086,6.289281178481987,22.20317352529318,3.807354922057604,1.0,7,False,5.60332377276626,-122.3524035,downtown,2013,normal,Housing,17.303165345742404,0.0,17.303165345742404,Multifamily HR (10+)
3263,17.051070834667442,Other,100.0,Housing,18.222823198126218,6.845490050944375,22.783607769362053,3.0,1.0,4,False,5.6047391677187814,-122.31563568,northeast,2013,normal,Housing,18.222823198126218,0.0,18.222823198126218,Multifamily MR (5-9)
3265,12.702822011777029,Other,100.0,Housing,14.935072944069084,4.414135532984451,19.63538512176151,2.321928094887362,1.0,7,False,5.603586307084221,-122.3582909,magnolia,2013,normal,Housing,14.831653623227364,0.0,14.831653623227364,Multifamily LR (1-4)
3266,14.52930853485899,Other,94.0,Housing,16.525857219272854,6.099295204337775,21.335453055117675,2.321928094887362,1.0,2,False,5.600905276924695,-122.26954651,southeast,2013,normal,Housing,16.424543581931943,0.0,16.424543581931943,Multifamily LR (1-4)
3267,12.773345291291271,Other,28.0,Housing,16.284209595230674,7.466953337123929,22.813153319462682,2.807354922057604,1.0,3,False,5.603436597564446,-122.30352424,central,2013,normal,Housing,16.15176972851126,12.773345291291271,16.284209595230674,NonResidential
3268,0.0,No Use,,Housing,14.514097596819836,4.22881869049588,19.631693967661512,2.321928094887362,1.0,3,False,5.6033823592099985,-122.3172564,east,2013,normal,Housing,14.514097596819836,0.0,14.514097596819836,Multifamily LR (1-4)
3270,15.71427235326179,Other,94.0,Housing,17.431881144571477,7.160476536412891,22.492289392376712,3.0,1.0,7,False,5.6035754125759105,-122.33137512,lake union,2013,normal,Housing,17.809661379393408,0.0,17.809661379393408,Multifamily MR (5-9)
3271,0.0,No Use,67.0,Institution,15.213749763265104,5.56346323668308,20.97887381871696,1.584962500721156,1.0,3,False,5.60330088849687,-122.32659794,east,2014,normal,Institution,15.126906087645828,0.0,15.126906087645828,NonResidential
3273,0.0,No Use,,Other,14.615457220470624,5.642412772905056,21.168280368858667,1.0,1.0,7,False,5.603493040333306,-122.3521948,magnolia,1962,normal,Other,14.823815027036812,0.0,14.823815027036812,Nonresidential COS
3274,14.281205600607866,Health,,business storage,18.28313810401411,9.64560439787469,24.613726020686176,2.807354922057604,1.0,4,False,5.604704783376438,-122.29808907,northeast,2013,normal,Other,18.259678908760304,0.0,18.259678908760304,NonResidential
3275,15.559765437763838,Other,95.0,Housing,15.885744030290127,3.8914191868460786,20.920832580620292,2.321928094887362,1.0,3,False,5.602680744283339,-122.30849457,central,2014,normal,Housing,16.907618334333545,0.0,16.907618334333545,Multifamily LR (1-4)
3276,17.02575598540203,Other,100.0,Office,17.54573373741985,5.187451054027326,21.582939484265015,3.0,1.0,2,False,5.602572894854895,-122.33426638,greater duwamish,2014,low outlier,Office,18.309041078022318,0.0,18.309041078022318,NonResidential
3277,14.944940780710546,Other,97.0,Housing,16.80105152049541,6.4202128906107845,21.73329384283157,3.0,1.0,7,False,5.6035956464827,-122.3326343,lake union,2014,normal,Housing,17.152809672944205,0.0,17.152809672944205,Multifamily MR (5-9)
3278,0.0,No Use,62.0,Housing,15.083645526864412,4.930264245235024,20.650482944548347,2.321928094887362,1.0,6,False,5.6046307913200755,-122.3477279,lake union,2014,normal,Housing,15.083645526864412,0.0,15.083645526864412,Multifamily LR (1-4)
3279,13.671762186344608,Other,100.0,Housing,15.360332723829256,3.150559676575381,20.109117749689304,2.807354922057604,1.0,3,False,5.603581862414858,-122.3237463,east,2014,normal,Housing,15.360332723829256,13.671762186344608,15.750131216767882,Multifamily MR (5-9)
3280,0.0,No Use,95.0,Housing,18.063821632923375,7.013685569928653,22.44169398922513,3.0,1.0,7,False,5.604304611492347,-122.3783957,magnolia,2014,normal,Housing,17.151680555526543,15.96537846961142,17.677169057716114,Multifamily MR (5-9)
3282,16.14976696277492,Other,46.0,Housing,17.465582346807608,8.12670447284319,23.43665576011153,4.700439718141092,1.0,7,False,5.603211968686133,-122.3411797,downtown,2014,normal,Housing,17.569640552437786,15.38049488631296,17.855665413707342,Multifamily HR (10+)
3283,14.849258478147602,Other,95.0,Housing,15.958190183693738,5.541948425333732,20.9115880183164,2.0,1.0,3,False,5.603779471409424,-122.32076263,east,2014,normal,Housing,16.50773270999582,0.0,16.50773270999582,Multifamily LR (1-4)
3284,15.65687172561398,business storage,100.0,Housing,18.828269771591668,7.925940095994448,23.16226531069458,2.807354922057604,1.0,6,False,5.605256742821861,-122.3243902,northwest,2014,low outlier,Housing,18.15747029977967,0.0,18.15747029977967,Multifamily MR (5-9)
3285,14.991654701117541,Other,99.0,Housing,16.107074008869542,6.304876050044889,21.526914680071894,3.0,1.0,1,False,5.601778394231355,-122.38505138,southwest,2014,normal,Housing,17.064542797535697,0.0,17.064542797535697,Multifamily MR (5-9)
3286,13.475606784340245,Other,58.0,Housing,15.910244529161803,6.312338439316053,21.51765497249007,3.0,1.0,3,False,5.6033356923968975,-122.31784657,east,2014,normal,Housing,16.567257962418303,0.0,16.567257962418303,Multifamily MR (5-9)
3287,17.050698944430025,Other,100.0,Housing,18.208315339978622,7.6546360285279675,22.999636382856856,2.807354922057604,1.0,5,False,5.606774612598469,-122.2930164,north,2014,normal,Housing,18.77286867603648,0.0,18.77286867603648,Multifamily MR (5-9)
3288,13.714567511873662,Other,100.0,Housing,16.524220304958735,5.9816243606963555,21.114598939015725,2.807354922057604,1.0,4,False,5.605089812280638,-122.3164382,northeast,2014,normal,Housing,16.3733409839269,0.0,16.3733409839269,Multifamily MR (5-9)
3289,0.0,Other,99.0,Housing,15.530893981193922,5.464668267003445,20.364732076794134,3.0,1.0,7,False,5.603301817371485,-122.34431458,downtown,2014,normal,Housing,15.530893981193922,0.0,15.530893981193922,Multifamily MR (5-9)
3291,17.471437073858194,Other,99.0,Housing,18.07139951143848,7.531225485053606,23.190044679879648,3.169925001442312,1.0,6,False,5.60494374351226,-122.3764126,ballard,2014,normal,Housing,18.744725457899833,0.0,18.744725457899833,Multifamily MR (5-9)
3292,14.976027040189834,Other,95.0,Housing,16.33434312748961,6.038260575175349,21.40442957359937,2.807354922057604,1.0,3,False,5.603262180899305,-122.3176113,east,2014,normal,Housing,16.47611330415266,14.96203743309834,16.90918993604234,Multifamily MR (5-9)
3294,13.944162985854788,Other,,Institution,15.43055055751054,5.042644337408494,20.266025864180154,1.584962500721156,1.0,1,False,5.600323071453889,-122.3432079,southwest,2010,normal,Other,15.43055055751054,0.0,15.43055055751054,NonResidential
3295,13.631404448728468,Leisure,,Leisure,15.109912252369417,9.109647857806625,23.747615973251953,1.0,1.0,2,False,5.600641382507727,-122.27154541,southeast,2013,normal,Other,15.560183540991334,0.0,15.560183540991334,Nonresidential COS
3297,0.0,No Use,84.0,Housing,17.973361045008094,7.473786911614368,23.135231909261865,5.044394119358453,1.0,7,False,5.603171731710161,-122.329757,east,2014,normal,Housing,18.73012513133227,0.0,18.73012513133227,Multifamily HR (10+)
3299,16.2801182785811,Other,100.0,Housing,16.756673588850646,6.70473366267406,21.71290394044351,2.584962500721156,1.0,7,True,5.603973949738629,-122.3565512,magnolia,2014,normal,Other,17.23210234181954,16.2801182785811,17.83324219164504,Multifamily MR (5-9)
3301,0.0,No Use,,Institution,16.555922176715185,6.498091268540895,21.785986387464803,1.584962500721156,1.0,3,False,5.6033887935909945,-122.320405,east,1993,normal,Institution,16.60626061205811,0.0,16.60626061205811,NonResidential
3302,0.0,No Use,,Institution,18.84960362890687,10.292678235825552,25.116164706374327,2.0,1.0,3,False,5.603382112612065,-122.3215492,east,1925,normal,Institution,18.70842382685099,0.0,18.70842382685099,NonResidential
3303,14.660608773874682,Other,99.0,Housing,16.678118683635283,5.885330315476167,21.472713147192902,3.0,1.0,7,False,5.603263779318394,-122.3489151,downtown,2014,normal,Housing,16.743808832098782,14.660608773874682,17.049465708111228,Multifamily MR (5-9)
3304,0.0,No Use,44.0,Housing,14.96257974869194,3.0214797274104517,19.961736529493816,1.584962500721156,1.0,4,False,5.605195145993361,-122.26219274,northeast,2013,normal,Housing,14.96257974869194,0.0,14.96257974869194,Multifamily LR (1-4)
3306,12.467605550082997,business storage,,Housing,14.398810481829221,6.365097589751472,22.18786943639589,2.0,1.0,7,False,5.603183717297089,-122.3420854,downtown,1904,high outlier,Housing,15.5805235712328,0.0,15.5805235712328,Multifamily LR (1-4)
3307,13.233619676759702,business storage,,Housing,14.964205473391221,7.561631630375841,22.38018359542813,2.584962500721156,1.0,7,False,5.603167116591574,-122.34077141,downtown,1983,normal,Other,16.020220380135626,0.0,16.020220380135626,Multifamily MR (5-9)
3308,11.834075953434885,Office,,Housing,15.243806214344579,6.157447996274298,21.81170786304846,2.0,1.0,7,False,5.603150090682984,-122.3421375,downtown,1989,normal,Housing,17.352086543188626,0.0,17.352086543188626,NonResidential
3309,0.0,No Use,64.0,business storage,15.330321699663049,6.253232938538032,22.71382866322704,3.169925001442312,1.0,6,False,5.6049779330437195,-122.3866853,ballard,2010,normal,business storage,15.330321699663049,0.0,15.330321699663049,NonResidential
3310,0.0,No Use,95.0,Housing,17.801373661319314,7.479861085016818,22.766122645362053,2.807354922057604,1.0,6,False,5.604933563566495,-122.3742981,ballard,2013,normal,Housing,18.27782769199587,0.0,18.27782769199587,Multifamily MR (5-9)
3312,14.133623886782981,Other,98.0,Housing,16.59041161426809,3.894332742277694,20.923893248756468,2.584962500721156,1.0,7,False,5.60362136489816,-122.36545563,magnolia,2014,normal,Housing,16.61499734238062,14.133623886782981,16.85263922886097,Multifamily MR (5-9)
3316,16.197274295307665,Other,97.0,Housing,17.565161594254832,7.3868971469945075,22.806432800417348,4.754887502163468,1.0,7,False,5.603381852363659,-122.34887695,downtown,2014,normal,Housing,17.565161594254832,16.197274295307665,18.037600573588993,Multifamily HR (10+)
3317,13.675736555361906,Other,86.0,Housing,15.6602745071816,5.452858964713811,20.86719426466155,2.807354922057604,1.0,3,False,5.603636842130634,-122.3271782,east,2013,normal,Housing,16.34597691640004,0.0,16.34597691640004,Multifamily MR (5-9)
3318,0.0,No Use,65.0,Housing,16.430207507921267,4.20633064787105,21.255773747330974,2.321928094887362,1.0,7,False,5.604299664290757,-122.37743318,magnolia,2014,normal,Housing,16.430207507921267,14.548400499067442,16.77654869427926,Multifamily LR (1-4)
3320,14.679700005769249,Other,99.0,Housing,16.047059991671503,5.714520290553514,21.074647813333605,3.0,1.0,7,False,5.603475538162876,-122.3472896,lake union,2014,normal,Housing,16.047059991671503,14.731425107642949,16.534272481446507,Multifamily MR (5-9)
3321,14.897892713323788,Other,96.0,Housing,16.292447460464714,6.99491908871511,21.836335494435165,3.0,1.0,3,False,5.603328643783918,-122.3145927,east,2013,normal,Housing,16.432672384270308,14.889218742472613,16.85818745442203,Multifamily MR (5-9)
3322,15.25122349523062,business storage,,Other,16.35123257887011,3.418189947945766,20.40619047008678,2.0,1.0,4,False,5.604786293731109,-122.3166394,northeast,2014,normal,Other,15.625452011356693,16.361515478593994,15.0382760101955,NonResidential
3324,0.0,No Use,96.0,Housing,14.963076692298594,5.081936081719432,20.620771994361597,3.0,1.0,4,False,5.604575200721704,-122.315253,northeast,2014,normal,Housing,15.388891788695602,0.0,15.388891788695602,Multifamily MR (5-9)
3327,14.620849835857115,Other,100.0,Housing,16.324883717194094,3.631104282365877,20.640272301462904,3.0,1.0,4,False,5.604730829788185,-122.3198647,northeast,2014,normal,Housing,15.795988894530058,14.620849835857115,16.324883717194094,Multifamily MR (5-9)
3328,0.0,No Use,99.0,Housing,14.96537846961142,4.701549056943071,19.902531157748857,3.169925001442312,1.0,7,False,5.6035167482192225,-122.3562214,magnolia,2014,normal,Housing,14.96537846961142,0.0,14.96537846961142,Multifamily MR (5-9)
3329,15.571841505852234,Other,99.0,Housing,17.02972937285004,6.638797899951696,21.88381079939571,2.321928094887362,1.0,4,False,5.604407700231678,-122.34408997,lake union,2014,normal,Housing,16.695839980228563,16.217938770695447,17.47658009461907,Multifamily LR (1-4)
3330,15.872698924987581,Other,93.0,Housing,17.323204329430613,7.1672174090788205,22.670919634124697,2.584962500721156,1.0,5,False,5.606102981683603,-122.32229233,north,2014,normal,Housing,17.75552005579464,16.49429309372799,18.258547632050114,Multifamily MR (5-9)
3332,13.070624122430266,Other,67.0,Housing,15.410948153024378,3.150559676575381,20.108107091727035,2.321928094887362,1.0,3,False,5.603468524060409,-122.3148752,east,2014,normal,Housing,15.410948153024378,0.0,15.410948153024378,Multifamily LR (1-4)
3333,12.63367640989232,Office,85.0,Housing,15.956671091801166,6.110405006739277,21.286908529421844,2.807354922057604,1.0,7,False,5.603478413762927,-122.3419532,lake union,2014,normal,Housing,16.09405706145311,13.556026992724677,16.323230722366148,Multifamily MR (5-9)
3334,13.519881922497428,Office,84.0,Office,13.519881922497428,2.4276061727818994,19.26180569731426,1.584962500721156,1.0,7,False,5.604723673846231,-122.3867569,magnolia,2014,normal,Other,14.640075436716671,0.0,14.640075436716671,NonResidential
