,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,TotalGHGEmissions,SiteEnergyUse,NumberofFloors,NumberofBuildings,CouncilDistrictCode,DefaultData,Latitude,Longitude,Neighborhood,YearBuilt,Outlier,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,BuildingType
1389,0.0,No Use,20.0,Housing,14.359131836039337,4.679198570566922,19.907841277574022,2.0,1.0,3,False,5.60304402251768,-122.32046509,east,1995,normal,Housing,14.216745858195306,10.94178124227853,14.358513847149661,Multifamily LR (1-4)
1390,0.0,No Use,57.0,Housing,15.669051132757675,7.193968819421969,21.809197399053033,2.807354922057604,1.0,3,True,5.603056477837268,-122.3198003,east,2007,normal,Housing,15.438077084161444,12.968126761356267,15.677444375943871,Multifamily MR (5-9)
1391,0.0,Other,87.0,Housing,14.475353457730131,2.4982508675278257,19.34593361602034,2.807354922057604,1.0,3,False,5.60304402251768,-122.31991577,east,2000,normal,Housing,14.475353457730131,12.94251450533924,14.903552382712606,Multifamily MR (5-9)
1392,0.0,No Use,64.0,Housing,15.194064268444524,4.849999259466098,20.37273542865621,2.321928094887362,1.0,3,False,5.603046744929724,-122.3189879,east,1985,normal,Housing,15.194064268444524,0.0,15.194064268444524,Multifamily LR (1-4)
1393,0.0,No Use,81.0,Housing,16.00906316327223,6.31124879044183,21.48658316808204,2.584962500721156,1.0,3,False,5.603020369788547,-122.3184705,east,1999,normal,Housing,16.00906316327223,15.42446157008283,16.74616000698737,Multifamily MR (5-9)
1394,14.742835717431129,Other,70.0,Housing,15.475891723616504,3.5434958834257717,20.543820087686395,2.584962500721156,1.0,3,True,5.602983331460158,-122.31833649,east,2001,normal,Housing,15.475891723616504,14.742835717431129,16.155411200546947,Multifamily MR (5-9)
1395,0.0,No Use,73.0,Housing,15.396370645314278,5.286511557664227,20.532198000108426,2.0,1.0,3,True,5.602971029565392,-122.3184793,east,1901,normal,Housing,15.396370645314278,0.0,15.396370645314278,Multifamily LR (1-4)
1396,0.0,No Use,23.0,Housing,14.553569300360232,5.955824240806441,20.611572391695926,2.0,1.0,3,True,5.602983604841002,-122.3177239,east,1901,normal,Housing,14.553569300360232,0.0,14.553569300360232,Multifamily LR (1-4)
1397,0.0,No Use,14.0,Housing,14.43064855669822,3.7311832415722,20.029694329645366,2.0,1.0,3,False,5.603005125776531,-122.3177128,east,1978,normal,Housing,14.43064855669822,0.0,14.43064855669822,Multifamily LR (1-4)
1398,0.0,No Use,71.0,Housing,14.934750528382972,2.7070829917717063,19.59775615005446,2.807354922057604,1.0,3,False,5.603019910009868,-122.3177288,east,1994,normal,Housing,14.934750528382972,13.806046081077954,15.478042781150538,Multifamily MR (5-9)
1399,13.826051879582012,Other,89.0,Housing,14.720992350106707,2.7355221772965375,19.630944296038688,2.584962500721156,1.0,3,False,5.6030275125161015,-122.3177381,east,1998,normal,Housing,14.720992350106707,13.826051879582012,15.34179677239183,Multifamily MR (5-9)
1400,12.813981551614678,business storage,,Housing,13.897750936724783,5.254745197629213,19.93182967349736,2.0,1.0,3,False,5.603077105471628,-122.3203804,east,1908,normal,Housing,14.669715535443965,0.0,14.669715535443965,Multifamily LR (1-4)
1401,0.0,No Use,73.0,Housing,15.99859042974533,5.808127587455465,20.969732200565332,2.321928094887362,1.0,3,False,5.604403292194078,-122.3219535,northeast,2002,normal,Housing,15.99859042974533,0.0,15.99859042974533,Multifamily LR (1-4)
1402,0.0,No Use,,Housing,14.686938171670388,5.402585758232587,20.281596156877633,2.321928094887362,1.0,4,False,5.604057650627918,-122.3262282,lake union,2007,normal,Housing,14.686938171670388,0.0,14.686938171670388,Multifamily LR (1-4)
1403,0.0,Other,,Institution,14.44895513789196,5.496654082593496,20.297903654101066,1.584962500721156,1.0,2,False,5.601705136974005,-122.2891371,southeast,1962,normal,Other,14.44895513789196,0.0,14.44895513789196,NonResidential
1404,13.02167404285837,Health,49.0,business storage,14.222870355656543,5.237257770900372,20.232040256335257,1.0,1.0,2,False,5.601381963086496,-122.2866398,southeast,1952,normal,business storage,14.743782540330756,0.0,14.743782540330756,NonResidential
1405,0.0,No Use,86.0,Office,15.314122947169222,3.7676547982373463,20.787840401499082,1.584962500721156,1.0,2,False,5.601308011999457,-122.2871393,greater duwamish,1982,normal,Office,15.33256109480641,0.0,15.33256109480641,NonResidential
1406,0.0,No Use,98.0,Housing,14.680084761092465,5.294620748891627,19.831729382642248,2.0,1.0,7,False,5.603476223013764,-122.3558226,magnolia,1908,normal,Housing,14.680084761092465,0.0,14.680084761092465,Multifamily LR (1-4)
1407,0.0,No Use,74.0,Housing,14.480095945315426,5.0916998341368105,20.0946241200667,3.0,1.0,7,False,5.60349134988643,-122.356373,magnolia,2009,normal,Housing,14.480095945315426,13.181773438808808,14.972261848733291,Multifamily MR (5-9)
1408,0.0,Other,89.0,Housing,14.436841649459382,2.0806576633452254,18.823261492277187,2.0,1.0,7,False,5.6034985060089655,-122.3563655,magnolia,1948,normal,Housing,14.436841649459382,0.0,14.436841649459382,Multifamily LR (1-4)
1409,0.0,No Use,80.0,Housing,15.415774772466035,6.561784353081841,21.094260712695043,2.321928094887362,1.0,7,False,5.603443184225796,-122.3557784,magnolia,1908,normal,Housing,15.415774772466035,0.0,15.415774772466035,Multifamily LR (1-4)
1410,0.0,No Use,92.0,Housing,15.692288570007365,5.208673319629471,20.631460403235597,2.807354922057604,1.0,7,False,5.603456110279529,-122.35451508,magnolia,2007,normal,Housing,15.799964554098409,14.678435086754053,16.345526528914238,Multifamily MR (5-9)
1411,0.0,No Use,99.0,Housing,15.425183114403126,6.473137487772256,20.89335338152254,2.584962500721156,1.0,7,False,5.603465285241538,-122.3552231,magnolia,1922,normal,Housing,15.425183114403126,0.0,15.425183114403126,Multifamily MR (5-9)
1413,10.793603309279407,Other,79.0,Housing,14.612926074967136,2.4356285940520905,19.27074701059353,2.321928094887362,1.0,7,False,5.603582355542401,-122.3616359,magnolia,1959,normal,Housing,14.506989340127053,10.793603309279407,14.612926074967136,Multifamily LR (1-4)
1414,13.207776964928014,Other,91.0,Housing,15.188472943313963,2.807354922057604,19.714039202354176,2.321928094887362,1.0,7,False,5.603593198074904,-122.3616102,magnolia,1990,normal,Housing,15.188472943313963,13.207776964928014,15.514251735845901,Multifamily LR (1-4)
1416,0.0,No Use,76.0,Housing,14.446114042143225,6.248307120087241,20.60018787473792,2.0,1.0,7,False,5.603580343865804,-122.3583957,magnolia,1930,normal,Housing,14.446114042143225,0.0,14.446114042143225,Multifamily LR (1-4)
1417,0.0,No Use,92.0,Housing,18.373247511281924,8.001408194392809,23.274866941639697,3.4594316186372973,1.0,7,False,5.603461652948711,-122.3467057,lake union,2014,normal,Housing,18.35811888227958,0.0,18.35811888227958,Multifamily HR (10+)
1418,13.489095315413504,Office,1.0,Office,14.69810776060834,6.543805175964396,22.84657941734327,1.584962500721156,1.0,7,False,5.603492137396946,-122.3466741,lake union,1953,high outlier,Office,15.398209261466851,0.0,15.398209261466851,NonResidential
1419,11.933690654952233,Office,,Housing,14.448051759627697,2.339137384919585,19.15110575292801,2.321928094887362,1.0,1,False,5.601455753193407,-122.3865927,southwest,1966,normal,Housing,14.680689169360203,9.259743263690781,14.713923451576854,Multifamily LR (1-4)
1420,0.0,No Use,79.0,Housing,14.28850564369429,2.3476656563009706,19.162499511092573,2.0,1.0,1,False,5.601416304286243,-122.3866592,southwest,1968,normal,Housing,14.28850564369429,0.0,14.28850564369429,Multifamily LR (1-4)
1421,0.0,No Use,81.0,Other,15.479306612545516,6.38646609286931,20.923455889638944,2.0,1.0,4,False,5.605427332375074,-122.3184174,north,1908,normal,Other,15.479306612545516,0.0,15.479306612545516,NonResidential
1423,0.0,No Use,19.0,Housing,15.152205606000596,5.642701571833233,20.855181011615457,2.584962500721156,1.0,7,True,5.603543986036691,-122.3333608,lake union,2000,normal,Housing,15.152205606000596,0.0,15.152205606000596,Multifamily MR (5-9)
1424,14.584903796115306,Other,100.0,Housing,15.672093802261685,5.833649127594984,20.90803339180857,2.807354922057604,1.0,7,False,5.60356118562109,-122.3333501,lake union,1997,normal,Housing,15.872987430337764,14.772778487867733,16.425297872279884,Multifamily MR (5-9)
1426,0.0,No Use,79.0,Housing,14.540975578809254,4.125155131322289,19.564545858040713,2.0,1.0,7,False,5.6036094411001045,-122.3320851,lake union,1926,normal,Housing,14.540975578809254,0.0,14.540975578809254,Multifamily LR (1-4)
1427,0.0,No Use,14.0,Housing,14.603278609868399,6.136683577697236,20.902818910258993,2.321928094887362,1.0,7,False,5.603582967946047,-122.3327226,lake union,1997,normal,Housing,14.602756849987763,0.0,14.602756849987763,Multifamily LR (1-4)
1428,15.089036615241733,Other,93.0,Housing,17.673950823876332,7.545505100691072,22.71500741252458,3.0,1.0,7,False,5.6035754125759105,-122.33207703,lake union,2006,normal,Housing,17.579028607567167,16.014129470597624,17.99910265948296,Multifamily MR (5-9)
1429,0.0,No Use,52.0,Housing,15.151254430729029,3.3950627995175777,20.38115107249725,2.807354922057604,1.0,7,False,5.6035656012765065,-122.33264,lake union,2009,normal,Housing,15.151254430729029,0.0,15.151254430729029,Multifamily MR (5-9)
1430,0.0,No Use,68.0,Housing,15.596888567027964,6.858478390423273,21.619000188699776,2.807354922057604,1.0,7,False,5.603557981725572,-122.33263397,lake union,2010,normal,Housing,15.552999237114621,10.537218400538595,15.596888567027964,Multifamily MR (5-9)
1433,0.0,No Use,53.0,Housing,16.78253757014513,7.602439063741619,22.594618698543105,3.0,1.0,4,False,5.605533218357139,-122.2685608,northeast,1974,normal,Housing,16.889907929906933,14.43169346737059,17.13109330025924,Multifamily MR (5-9)
1434,12.597819788645507,Other,80.0,Housing,14.62696380700029,2.526068811667588,19.381308470529063,2.0,1.0,1,True,5.600575127820222,-122.3771359,southwest,1988,normal,Housing,14.62696380700029,12.597819788645507,14.943064208162003,Multifamily LR (1-4)
1435,13.893017059787791,Office,95.0,Other,14.157899525738465,2.27500704749987,19.07108521476948,1.0,1.0,1,False,5.600936490198993,-122.3770926,southwest,1957,normal,Other,14.524235611824311,0.0,14.524235611824311,NonResidential
1436,0.0,No Use,86.0,Housing,14.769166330144767,2.456806149230474,19.29612083176196,2.0,1.0,1,True,5.601661621615392,-122.3811415,southwest,1980,normal,Housing,14.769166330144767,0.0,14.769166330144767,Multifamily LR (1-4)
1437,12.55098721452152,Other,97.0,Housing,15.16353175257396,2.7949356628035362,19.70040077015966,2.584962500721156,1.0,4,False,5.604629349183673,-122.34185791,lake union,2001,normal,Housing,15.16388549398691,14.016547158534273,15.701360616161475,Multifamily MR (5-9)
1438,13.31642296550359,Other,,Office,13.329375911278811,2.899175630480513,19.82209152923372,2.321928094887362,1.0,6,False,5.60460536248439,-122.3653349,ballard,1999,normal,Office,14.816033642948415,0.0,14.816033642948415,NonResidential
1439,0.0,No Use,77.0,Institution,15.7123657844479,3.8469946869655733,20.87359355439842,1.584962500721156,1.0,1,True,5.601153775087126,-122.3737397,delridge,1988,normal,Institution,15.629755036702567,0.0,15.629755036702567,SPS-District K-12
1440,0.0,No Use,48.0,Housing,18.33400261491003,9.236301266827088,24.24249037724169,5.285402218862249,1.0,7,True,5.603174519175278,-122.3398187,downtown,2008,normal,Housing,18.33400261491003,8.027905996569885,18.335137344432813,Multifamily HR (10+)
1441,0.0,No Use,28.0,Housing,17.375183707216244,7.591933685085199,22.842407702796528,5.426264754702098,1.0,7,False,5.6030696115633765,-122.33205414,downtown,2007,normal,Housing,17.375183707216244,0.0,17.375183707216244,Multifamily HR (10+)
1443,0.0,No Use,83.0,business storage,15.47658800502041,3.303050084681673,20.279599246479595,1.584962500721156,1.0,2,False,5.601716447876412,-122.327112,greater duwamish,1914,normal,business storage,15.47658800502041,0.0,15.47658800502041,NonResidential
1444,0.0,No Use,,business storage,14.70244327355414,4.06522762277562,21.10609131922806,1.0,1.0,2,False,5.601403708507168,-122.3303438,greater duwamish,1950,normal,Other,14.70244327355414,0.0,14.70244327355414,NonResidential
1445,12.63185912728278,Office,48.0,business storage,14.410782571525399,4.2265085298086795,19.665492065592765,1.0,1.0,2,False,5.601715978175069,-122.3261256,greater duwamish,1975,normal,business storage,14.779668063878946,0.0,14.779668063878946,NonResidential
1446,0.0,No Use,49.0,business storage,15.09510852087652,1.922197848396367,18.609838831368208,1.0,1.0,2,False,5.601342688679481,-122.32540894,greater duwamish,1964,normal,business storage,15.09510852087652,0.0,15.09510852087652,NonResidential
1448,0.0,No Use,77.0,Office,14.550806896424309,3.033863451866284,19.97572764139887,1.584962500721156,1.0,2,False,5.601392158614793,-122.3259884,greater duwamish,1967,normal,Office,14.550806896424309,0.0,14.550806896424309,NonResidential
1449,0.0,No Use,34.0,Institution,15.316635090145462,6.3269687115878925,21.40927645994363,2.584962500721156,1.0,3,False,5.604122105996458,-122.3173859,east,1968,normal,Institution,15.316635090145462,0.0,15.316635090145462,NonResidential
1451,0.0,No Use,72.0,Institution,16.356090838596337,6.043300754364182,21.27615053752397,1.0,1.0,3,False,5.604122105996458,-122.3173859,east,1905,normal,Institution,16.356090838596337,0.0,16.356090838596337,NonResidential
1452,0.0,No Use,49.0,Housing,15.299458464536833,6.8157035033480655,21.300868648362627,2.321928094887362,1.0,7,False,5.603934760662472,-122.3451885,magnolia,1948,normal,Housing,15.299458464536833,0.0,15.299458464536833,Multifamily LR (1-4)
1453,0.0,No Use,83.0,Housing,14.671154025786453,4.397118409042582,19.658607240576167,2.584962500721156,1.0,3,True,5.6034182789684746,-122.327097,east,1995,normal,Housing,14.671154025786453,0.0,14.671154025786453,Multifamily MR (5-9)
1454,12.980675132322368,Other,86.0,Housing,14.791925963578127,3.040892430646901,19.984953818018486,2.584962500721156,1.0,7,False,5.6028694417187115,-122.3345841,downtown,1900,normal,Housing,15.553539302646593,0.0,15.553539302646593,Multifamily MR (5-9)
1455,0.0,No Use,89.0,Housing,15.054265139625764,3.929790997718597,19.736694248820182,2.807354922057604,1.0,7,False,5.603319634732736,-122.3500925,downtown,1914,normal,Housing,15.054265139625764,0.0,15.054265139625764,Multifamily MR (5-9)
1456,0.0,No Use,52.0,Housing,15.344157180569118,3.944858445807539,20.2479251962018,2.321928094887362,1.0,6,False,5.605580972661976,-122.3717876,ballard,1980,normal,Housing,15.471103611057853,0.0,15.471103611057853,Multifamily LR (1-4)
1458,13.585901449690772,Other,93.0,Housing,15.559944639698594,2.948600847493356,19.877871235413668,2.321928094887362,1.0,7,False,5.604461155771171,-122.3893371,magnolia,1973,normal,Housing,15.559944639698594,13.585901449690772,15.887077786159708,Multifamily LR (1-4)
1459,12.288000889707574,Other,,Other,14.72072521898574,2.704871964456353,19.59360084400814,2.321928094887362,1.0,7,False,5.60444098352029,-122.387786,magnolia,1969,normal,Other,14.968261788268329,0.0,14.968261788268329,Multifamily LR (1-4)
1460,0.0,No Use,54.0,Housing,14.773190730622515,2.7484612330040354,19.646764358852327,2.321928094887362,1.0,7,True,5.604463970102151,-122.3885394,magnolia,1970,normal,Housing,14.8348166707284,0.0,14.8348166707284,Multifamily LR (1-4)
1461,13.412172865823786,Other,,Housing,14.526560368987251,4.138323004056484,20.197103882143914,2.807354922057604,1.0,3,False,5.603296378846627,-122.317611,east,2008,normal,Housing,14.745516770076033,0.0,14.745516770076033,Multifamily MR (5-9)
1462,14.01489224207443,Other,94.0,Housing,15.447180108816216,3.145677455195635,20.103362092998434,2.321928094887362,1.0,4,False,5.604625507828112,-122.3426832,lake union,1989,normal,Housing,15.447180108816216,14.01489224207443,15.90190393807474,Multifamily LR (1-4)
1463,12.258860431409756,Other,64.0,Housing,14.884027387500511,2.9373443921502322,19.86611073536812,2.584962500721156,1.0,7,False,5.603604645206092,-122.3642767,magnolia,1997,normal,Housing,14.884027387500511,0.0,14.884027387500511,Multifamily MR (5-9)
1465,0.0,No Use,65.0,Housing,15.4651837439944,2.942983598187102,19.871448068016747,2.0,1.0,3,False,5.604097672485393,-122.3197367,east,1985,normal,Housing,15.463971314713813,5.285402218862249,15.4651837439944,Multifamily LR (1-4)
1466,0.0,No Use,74.0,Housing,16.001518151714677,3.678071905112638,20.690574372087426,2.807354922057604,1.0,3,True,5.603059213879292,-122.3177103,east,2002,normal,Housing,16.001518151714677,0.0,16.001518151714677,Multifamily MR (5-9)
1467,17.64971228136161,Other,84.0,Housing,19.150272873971563,8.913188619508889,24.241029788998915,5.0,1.0,7,False,5.603269892824748,-122.33930206,downtown,2010,normal,Housing,18.875047364037403,0.0,18.875047364037403,Multifamily HR (10+)
1468,12.556266543582993,Office,62.0,Housing,14.791417291744041,3.0806576633452254,20.029845278924753,2.321928094887362,1.0,6,False,5.605578105101588,-122.3509087,northwest,2000,normal,Housing,15.129202507162814,0.0,15.129202507162814,Multifamily LR (1-4)
1469,0.0,No Use,90.0,Housing,15.320694796248878,2.8659188145522125,19.783879090807634,2.0,1.0,5,False,5.606611867486609,-122.3561765,northwest,1968,normal,Housing,15.34318571544788,0.0,15.34318571544788,Multifamily LR (1-4)
1470,0.0,No Use,81.0,Housing,15.646643082397325,7.907912142840534,22.586277683003278,1.584962500721156,1.0,5,False,5.606625928487831,-122.3564757,northwest,1954,normal,Housing,15.646643082397325,0.0,15.646643082397325,NonResidential
1471,0.0,No Use,87.0,Housing,17.968115508543125,8.85835405767524,23.469463460448694,3.4594316186372973,1.0,5,True,5.606458021587854,-122.3566046,northwest,1990,normal,Housing,18.120455585696863,0.0,18.120455585696863,Multifamily HR (10+)
1473,0.0,No Use,83.0,Housing,16.79038668163903,4.3826672527450405,21.442049003709382,2.0,1.0,5,False,5.606646204926815,-122.3563663,northwest,1967,normal,Housing,16.82555510087083,0.0,16.82555510087083,Multifamily LR (1-4)
1474,0.0,No Use,83.0,Housing,15.44659871556212,3.070389327891398,20.016785168783276,2.0,1.0,5,True,5.606665462587123,-122.3561114,northwest,1976,normal,Housing,15.21017666416714,12.720885503593724,15.44659871556212,Multifamily LR (1-4)
1475,0.0,No Use,77.0,Housing,14.663502512246055,2.5058909297299574,19.356941932882563,2.0,1.0,5,False,5.60659814596094,-122.3560613,northwest,1968,normal,Housing,14.675074920385445,0.0,14.675074920385445,Multifamily LR (1-4)
1476,0.0,No Use,2.0,business storage,14.947682592135813,6.484299281164517,21.57006553499441,1.0,1.0,1,False,5.600562102487691,-122.32133484,greater duwamish,1979,normal,business storage,14.947682592135813,0.0,14.947682592135813,NonResidential
1478,0.0,No Use,47.0,business storage,14.872722969303823,6.379898163524692,20.758477799668732,1.0,1.0,1,False,5.600476126039727,-122.32105255,greater duwamish,1981,normal,business storage,14.81982981669666,0.0,14.81982981669666,NonResidential
1481,0.0,Other,11.0,business storage,14.425281478856355,2.608809242675524,19.47969541290554,1.0,1.0,1,True,5.600483192765915,-122.3196011,greater duwamish,1979,normal,business storage,14.425281478856355,0.0,14.425281478856355,NonResidential
1482,0.0,Other,43.0,Office,15.271098222723557,4.624100894628114,21.694258828456494,2.0,1.0,5,False,5.60587327599113,-122.3272232,north,1974,normal,Office,15.285113188501493,0.0,15.285113188501493,NonResidential
1483,12.83190098619642,Office,,Leisure,14.509342031900431,7.174426393677253,22.090969450288238,1.0,1.0,5,False,5.605815240024757,-122.3247376,north,1979,normal,Other,14.901762555138811,0.0,14.901762555138811,NonResidential
1484,0.0,No Use,62.0,Health,14.716980180434541,3.070389327891398,20.01850175941758,1.584962500721156,1.0,5,False,5.605852055231426,-122.3252445,north,1980,normal,Health,14.329025461878082,12.632768054728746,14.716980180434541,NonResidential
1485,0.0,Other,57.0,Health,15.40554038337693,5.555509427083257,21.421194221221274,1.584962500721156,1.0,5,False,5.6058749911992996,-122.3237648,north,1968,normal,Health,15.24175975889037,0.0,15.24175975889037,NonResidential
1486,0.0,No Use,,business storage,14.30897888504052,2.7990873060740036,19.706229562174084,1.584962500721156,1.0,4,False,5.604768285763826,-122.2949076,northeast,1959,normal,business storage,14.30897888504052,0.0,14.30897888504052,NonResidential
1487,12.986730898175647,Office,,Health,13.342769172918384,4.716442236843321,20.26723932452398,1.584962500721156,1.0,4,False,5.604726874264646,-122.2930208,northeast,1945,normal,Other,14.434106928609955,0.0,14.434106928609955,NonResidential
1488,11.693922488081014,Other,85.0,Health,15.097826392111878,5.676662334857967,20.665117281017753,2.0,1.0,4,False,5.604716827387703,-122.29255,northeast,1967,normal,Health,15.228029500831672,0.0,15.228029500831672,NonResidential
1490,0.0,Other,20.0,business storage,15.09436639378151,7.917610768320648,23.391948906982076,1.0,1.0,4,False,5.604726364629248,-122.2951049,northeast,1975,normal,business storage,15.010440688366485,0.0,15.010440688366485,NonResidential
1491,0.0,No Use,78.0,Housing,16.051357655935863,4.746850183098051,20.83941218297322,2.321928094887362,1.0,6,True,5.605224137178097,-122.3556522,northwest,2007,normal,Housing,16.051357655935863,0.0,16.051357655935863,Multifamily LR (1-4)
1493,14.835507663918909,Other,32.0,Housing,17.615672737873048,8.170175447591868,23.43750204269081,3.700439718141092,1.0,7,True,5.603371551296396,-122.35230255,downtown,2000,normal,Housing,17.842325787529433,14.835507663918909,18.011489349172887,Multifamily HR (10+)
1494,0.0,No Use,11.0,Housing,17.819736281172574,8.463442631859737,23.666636204423178,5.087462841250339,1.0,3,False,5.603213008614932,-122.3226057,east,1982,normal,Housing,17.819736281172574,0.0,17.819736281172574,Multifamily HR (10+)
1497,0.0,No Use,18.0,Housing,15.002815015607053,3.277984747299765,20.250448783340936,2.584962500721156,1.0,7,True,5.603590312022231,-122.3641896,magnolia,2000,normal,Housing,15.480411557541508,0.0,15.480411557541508,Multifamily MR (5-9)
1499,0.0,No Use,49.0,Housing,14.967541498658266,4.14649230697719,20.159778968313912,2.321928094887362,1.0,2,False,5.601413667644694,-122.2881537,greater duwamish,2005,normal,Housing,14.817533326078145,11.627989784315703,14.967541498658266,Multifamily LR (1-4)
1500,11.933321820732946,business storage,,Office,14.287784512498185,3.8429788317883253,19.730733811990625,2.0,1.0,7,False,5.604066172787528,-122.3990624,magnolia,1927,normal,Office,14.545386846900222,0.0,14.545386846900222,NonResidential
1501,14.177653116074566,Other,38.0,Housing,17.210680855193093,8.766462652425766,23.311599216339065,4.087462841250339,1.0,7,False,5.603246965261682,-122.3297728,east,1957,normal,Housing,17.210680855193093,0.0,17.210680855193093,Multifamily HR (10+)
1502,0.0,No Use,73.0,Other,14.409788683245186,4.377817853083645,18.90461110336481,1.584962500721156,1.0,6,False,5.605102613330782,-122.3824943,ballard,1910,normal,Other,14.409788683245186,0.0,14.409788683245186,NonResidential
1504,0.0,No Use,64.0,Housing,14.749974148845798,2.6667565918848033,19.550222586103768,2.321928094887362,1.0,6,True,5.604995075821564,-122.3851257,ballard,1985,normal,Housing,14.749974148845798,0.0,14.749974148845798,Multifamily LR (1-4)
1505,16.09465504412721,Other,98.0,Housing,17.875545390292082,7.893483562914415,23.012192978677053,2.807354922057604,1.0,7,False,5.603677297850017,-122.3427366,magnolia,2014,normal,Housing,18.22099229475008,0.0,18.22099229475008,Multifamily MR (5-9)
1507,15.86797848560585,Other,27.0,Housing,17.11150249337931,5.688180358586926,22.526317266984485,2.321928094887362,1.0,3,False,5.603170085108773,-122.3163951,central,2000,normal,Housing,16.900159246109634,14.745306671405856,17.192408410403754,Multifamily LR (1-4)
1509,0.0,Other,54.0,Housing,14.310399769619735,4.958842675243241,20.131740176903183,2.0,1.0,3,False,5.603252782361048,-122.3144627,central,1909,normal,Housing,14.56967763332722,0.0,14.56967763332722,Multifamily LR (1-4)
1510,0.0,No Use,1.0,Other,14.697021843549136,6.283366212949919,20.888433350773855,1.584962500721156,1.0,3,True,5.603172248127657,-122.3085133,central,1901,normal,Other,14.697021843549136,0.0,14.697021843549136,NonResidential
1512,12.7402023887679,Other,94.0,Housing,14.950373635024544,6.034963989749303,20.510912870198467,2.0,1.0,3,True,5.603631768915953,-122.3193858,east,1930,normal,Housing,14.950373635024544,12.7402023887679,15.232608297468804,Multifamily LR (1-4)
1513,12.55098721452152,Other,91.0,Housing,16.457653410847605,7.441616269406558,21.959550623213953,3.9068905956085187,1.0,3,False,5.603186002275729,-122.32481384,east,1930,normal,Housing,16.457653410847605,0.0,16.457653410847605,Multifamily HR (10+)
1514,13.367141694552364,Other,28.0,Housing,14.893254122910216,3.8787253414801053,20.90714373186156,2.321928094887362,1.0,7,False,5.603834347478814,-122.3569734,magnolia,1996,normal,Housing,15.495136747653335,0.0,15.495136747653335,Multifamily LR (1-4)
1515,0.0,No Use,74.0,Housing,14.33028668151819,2.405992359675837,19.23432628496221,2.584962500721156,1.0,7,False,5.603781246365314,-122.3466443,magnolia,1967,normal,Housing,14.33028668151819,0.0,14.33028668151819,Multifamily MR (5-9)
1516,14.49566768416977,Other,,Housing,17.585564085245192,7.537839615916466,22.926085660752005,3.807354922057604,1.0,7,False,5.603409084715973,-122.3524127,downtown,2008,normal,Housing,17.77382174914129,0.0,17.77382174914129,Multifamily HR (10+)
1517,0.0,No Use,89.0,Housing,16.247927513443585,5.624978179569036,20.912273915287425,2.321928094887362,1.0,2,False,5.601760299363905,-122.2947155,greater duwamish,2004,normal,Housing,16.29052289551583,0.0,16.29052289551583,Multifamily LR (1-4)
1518,12.558181519860028,Other,52.0,Housing,15.682199083149378,7.454258161314635,21.89094777167843,2.321928094887362,1.0,3,False,5.603363025329332,-122.3118594,east,1929,normal,Housing,15.682199083149378,12.558181519860028,15.838834601507308,Multifamily LR (1-4)
1519,0.0,No Use,92.0,Housing,15.567510510372582,4.67581593117227,20.18507504172347,2.807354922057604,1.0,3,True,5.603495599589552,-122.3236988,east,1994,normal,Housing,15.009741157452293,0.0,15.009741157452293,Multifamily MR (5-9)
1520,0.0,No Use,32.0,Housing,14.61970415778151,2.7463127664254587,19.6438350563918,2.0,1.0,2,False,5.601187886039241,-122.2733993,southeast,1967,normal,Housing,14.61970415778151,0.0,14.61970415778151,Multifamily LR (1-4)
1521,0.0,No Use,48.0,Housing,15.672563461033848,3.6158870739160567,20.623611830893093,2.321928094887362,1.0,2,True,5.60118675697556,-122.273949,southeast,1983,normal,Housing,15.672563461033848,0.0,15.672563461033848,Multifamily LR (1-4)
1523,12.55098721452152,Other,84.0,business storage,15.245478430505111,7.606368196314227,22.62198208884591,1.584962500721156,1.0,2,True,5.601056928672438,-122.2828621,greater duwamish,1992,normal,business storage,15.245478430505111,0.0,15.245478430505111,NonResidential
1524,0.0,Other,48.0,business storage,14.66328012293722,7.19544603212575,22.752749154816065,1.0,1.0,2,False,5.601027068037829,-122.2830397,greater duwamish,1953,normal,business storage,14.671375204743752,0.0,14.671375204743752,NonResidential
1525,0.0,No Use,88.0,Institution,15.301174639356011,5.949301468328278,20.72191857801318,1.0,1.0,5,True,5.606062256263176,-122.2846645,north,1955,normal,Institution,15.235677703259284,0.0,15.235677703259284,SPS-District K-12
1526,9.564149489985732,Other,65.0,Housing,15.628274648575863,5.687620632084895,20.808662576707462,2.321928094887362,1.0,2,False,5.601791168847105,-122.2953502,greater duwamish,2006,normal,Housing,15.628274648575863,9.564149489985732,15.649649137121536,Multifamily LR (1-4)
1529,0.0,No Use,38.0,business storage,15.778128477391533,5.5447326559326235,21.238681124276734,1.584962500721156,1.0,2,False,5.601375385134692,-122.3219868,greater duwamish,1958,normal,business storage,15.778128477391533,0.0,15.778128477391533,NonResidential
1530,13.224152449663665,business storage,40.0,Housing,15.563017473748218,5.575917361118149,21.516150629295907,2.807354922057604,1.0,7,False,5.603190361502768,-122.33826488,downtown,2002,normal,Housing,16.020198672579394,0.0,16.020198672579394,Multifamily MR (5-9)
